title,combined_features,id
Star Trek,Science Fiction Action Adventure spacecraft teleportation space mission parachute time travel Chris Pine Zachary Quinto Leonard Nimoy Eric Bana Bruce Greenwood J.J. Abrams,13475
Spider-Man,Fantasy Action loss of lover spider thanksgiving bad boss hostility Tobey Maguire Willem Dafoe Kirsten Dunst James Franco Cliff Robertson Sam Raimi,557
How to Train Your Dragon 2,Fantasy Action Adventure Animation Comedy father son relationship wife husband relationship sacrifice viking sequel Jay Baruchel Gerard Butler Kristen Wiig Jonah Hill Cate Blanchett Dean DeBlois,82702
Gods of Egypt,Fantasy egypt underworld fight mythology nile Brenton Thwaites Nikolaj Coster-Waldau Gerard Butler Courtney Eaton Elodie Yung Alex Proyas,205584
Stealth,Action artificial intelligence u.s. navy aftercreditsstinger Josh Lucas Jessica Biel Jamie Foxx Sam Shepard Richard Roxburgh Rob Cohen,10048
Watchmen,Action Mystery Science Fiction dc comics secret identity mass murder retirement based on comic book Malin \u00c5kerman Billy Crudup Carla Gugino Jeffrey Dean Morgan Patrick Wilson Zack Snyder,13183
Lethal Weapon 4,Action Adventure Comedy Crime Thriller lapd house on fire revolver Mel Gibson Danny Glover Joe Pesci Rene Russo Jet Li Richard Donner,944
Hulk,Drama Action Science Fiction california san francisco monster general gun Eric Bana Jennifer Connelly Sam Elliott Josh Lucas Nick Nolte Ang Lee,1927
G.I. Joe: Retaliation,Adventure Action Science Fiction Thriller terror assassin secret technology missile Dwayne Johnson D.J. Cotrona Adrianne Palicki Bruce Willis Ray Park Jon M. Chu,72559
Sahara,Action Adventure Comedy Drama Mystery tyrant ironclad ship Matthew McConaughey Pen\u00e9lope Cruz Steve Zahn William H. Macy Lennie James Breck Eisner,7364
Final Fantasy: The Spirits Within,Adventure Action Animation Fantasy Science Fiction battle assignment dystopia alien downfall scientist Donald Sutherland Ming-Na Wen Alec Baldwin Ving Rhames Steve Buscemi Hironobu Sakaguchi,2114
Captain America: The First Avenger,Action Adventure Science Fiction new york usa world war ii nazis marvel comic Chris Evans Hugo Weaving Tommy Lee Jones Hayley Atwell Sebastian Stan Joe Johnston,1771
The World Is Not Enough,Adventure Action Thriller british mission oil heiress bilbao spain Pierce Brosnan Sophie Marceau Robert Carlyle Denise Richards Robbie Coltrane Michael Apted,36643
Master and Commander: The Far Side of the World,Adventure naturalist frigate self surgery sea battle weevil Russell Crowe Paul Bettany James D'Arcy Billy Boyd Joseph Morgan Peter Weir,8619
The Twilight Saga: Breaking Dawn - Part 2,Adventure Fantasy Drama Romance vampire romance villainess super strength imprinting Kristen Stewart Robert Pattinson Taylor Lautner Peter Facinelli Elizabeth Reaser Bill Condon,50620
Happy Feet Two,Animation Comedy Family penguin musical aftercreditsstinger 3d Elijah Wood Robin Williams Pink E.G. Daily Johnny A. Sanchez George Miller,65759
The Incredible Hulk,Science Fiction Action Adventure new york rio de janeiro marvel comic superhero based on comic book Edward Norton Liv Tyler Tim Roth William Hurt Tim Blake Nelson Louis Leterrier,1724
The BFG,Adventure Family Fantasy london england england based on novel queen little girl Ruby Barnhill Mark Rylance Rebecca Hall Jemaine Clement Bill Hader Steven Spielberg,267935
The Revenant,Western Drama Adventure Thriller father son relationship rape based on novel mountains winter Leonardo DiCaprio Tom Hardy Will Poulter Domhnall Gleeson Paul Anderson Alejandro Gonz\u00e1lez I\u00f1\u00e1rritu,281957
Turbo,Animation Family underdog car race dream speed power Ryan Reynolds Paul Giamatti Michael Pe\u00f1a Samuel L. Jackson Luis Guzm\u00e1n David Soren,77950
Rango,Animation Comedy Family Western Adventure sheriff nevada pet rango chameleon Johnny Depp Isla Fisher Ned Beatty Bill Nighy Alfred Molina Gore Verbinski,44896
Penguins of Madagascar,Family Animation Adventure Comedy penguin madagascar 3d Tom McGrath Chris Miller Christopher Knights Conrad Vernon John Malkovich Eric Darnell,270946
The Bourne Ultimatum,Action Drama Mystery Thriller paris corruption madrid assassin based on novel Matt Damon Julia Stiles David Strathairn Scott Glenn Paddy Considine Paul Greengrass,2503
Kung Fu Panda,Adventure Animation Family Comedy china martial arts kung fu mentor snake Jack Black Dustin Hoffman Angelina Jolie Jackie Chan Lucy Liu Mark Osborne,9502
Ant-Man,Science Fiction Action Adventure marvel comic superhero based on comic book aftercreditsstinger duringcreditsstinger Paul Rudd Michael Douglas Evangeline Lilly Corey Stoll Bobby Cannavale Peyton Reed,102899
The Hunger Games: Catching Fire,Adventure Action Science Fiction competition based on novel mentor secret factory Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Elizabeth Banks Francis Lawrence,101299
Home,Fantasy Comedy Animation Science Fiction Family friendship spaceship space alien alien invasion Jim Parsons Rihanna Steve Martin Jennifer Lopez Matt Jones Tim Johnson,228161
War of the Worlds,Adventure Thriller Science Fiction post traumatic stress  disorder new jersey airplane dystopia daughter Tom Cruise Dakota Fanning Miranda Otto Justin Chatwin Tim Robbins Steven Spielberg,74
Bad Boys II,Adventure Action Comedy Thriller Crime miami ku klux klan cuba undercover mexican standoff Martin Lawrence Will Smith Jordi Moll\u00e0 Gabrielle Union Peter Stormare Michael Bay,8961
Puss in Boots,Action Adventure Animation Family Fantasy adventure fairy-tale figure Antonio Banderas Salma Hayek Zach Galifianakis Billy Bob Thornton Amy Sedaris Chris Miller,417859
Salt,Action Mystery Thriller assassination spy cia kidnapping cold war Angelina Jolie Liev Schreiber Chiwetel Ejiofor Daniel Olbrychski August Diehl Phillip Noyce,27576
Noah,Drama Adventure bible god noah 3d Russell Crowe Jennifer Connelly Emma Watson Logan Lerman Anthony Hopkins Darren Aronofsky,86834
The Adventures of Tintin,Adventure Animation Mystery riddle captain treasure liquor treasure hunt Jamie Bell Andy Serkis Daniel Craig Nick Frost Simon Pegg Steven Spielberg,17578
Harry Potter and the Prisoner of Azkaban,Adventure Fantasy Family flying traitor magic cutting the cord child hero Daniel Radcliffe Rupert Grint Emma Watson Gary Oldman David Thewlis Alfonso Cuar\u00f3n,673
Australia,Drama missionary world war ii ranch australia british Nicole Kidman Hugh Jackman Essie Davis David Wenham Bryan Brown Baz Luhrmann,6972
After Earth,Science Fiction Action Adventure dystopia Jaden Smith Will Smith Sophie Okonedo Zo\u00eb Kravitz Glenn Morshower M. Night Shyamalan,82700
Dinosaur,Animation Family cataclysm asteroid leader comet animation D. B. Sweeney Alfre Woodard Ossie Davis Max Casella Hayden Panettiere Ralph Zondag,10567
Night at the Museum: Secret of the Tomb,Adventure Comedy Fantasy Family night watchman museum natural history history smithsonian Ben Stiller Rami Malek Rebel Wilson Robin Williams Owen Wilson Shawn Levy,181533
Megamind,Animation Action Comedy Family Science Fiction saving the world date prison secret identity fish Will Ferrell Brad Pitt Tina Fey Jonah Hill David Cross Tom McGrath,38055
Harry Potter and the Philosopher's Stone,Adventure Fantasy Family witch christmas party magic cutting the cord halloween Daniel Radcliffe Rupert Grint Emma Watson Richard Harris Tom Felton Chris Columbus,671
R.I.P.D.,Fantasy Action Comedy Crime gold police operation partner revenge undead Jeff Bridges Ryan Reynolds Kevin Bacon Stephanie Szostak Mary-Louise Parker Robert Schwentke,49524
Pirates of the Caribbean: The Curse of the Black Pearl,Adventure Fantasy Action exotic island blacksmith east india trading company gold marriage proposal Johnny Depp Geoffrey Rush Orlando Bloom Keira Knightley Jack Davenport Gore Verbinski,22
The Hunger Games: Mockingjay - Part 1,Science Fiction Adventure Thriller resistance post-apocalyptic dystopia war sequel Jennifer Lawrence Josh Hutcherson Liam Hemsworth Woody Harrelson Donald Sutherland Francis Lawrence,131631
The Da Vinci Code,Thriller Mystery paris holy grail christianity monk based on novel Tom Hanks Audrey Tautou Ian McKellen Paul Bettany Jean Reno Ron Howard,591
Rio 2,Animation Adventure Comedy Family bird sequel jungle audition amazon rainforest Jesse Eisenberg Anne Hathaway Leslie Mann Jamie Foxx Andy Garc\u00eda Carlos Saldanha,172385
X2,Adventure Action Science Fiction Thriller mutant marvel comic superhero based on comic book superhuman Patrick Stewart Hugh Jackman Ian McKellen Halle Berry Famke Janssen Bryan Singer,36658
Fast Five,Action Thriller Crime brazil fbi freedom escape from prison car crash Vin Diesel Paul Walker Jordana Brewster Tyrese Gibson Ludacris Justin Lin,51497
Sherlock Holmes: A Game of Shadows,Adventure Action Crime Mystery detective inspector steampunk criminal mastermind Robert Downey Jr. Jude Law Jared Harris Noomi Rapace Kelly Reilly Guy Ritchie,58574
Clash of the Titans,Adventure Fantasy Action hades mythology greek mythology zeus medusa Sam Worthington Liam Neeson Ralph Fiennes Gemma Arterton Jason Flemyng Louis Leterrier,18823
Total Recall,Action Adventure Science Fiction oxygen falsely accused resistance mars double life Arnold Schwarzenegger Sharon Stone Rachel Ticotin Ronny Cox Michael Ironside Paul Verhoeven,861
The 13th Warrior,Adventure Fantasy Action witch cave arabian scandinavia bagdad Antonio Banderas Vladimir Kulich Dennis Storh\u00f8i Daniel Southern Clive Russell John McTiernan,1911
The Bourne Legacy,Action Thriller assassin wolf maryland suicide by gunshot rooftop Jeremy Renner Rachel Weisz Edward Norton Scott Glenn Stacy Keach Tony Gilroy,49040
Batman & Robin,Action Crime Fantasy double life dc comics dual identity crime fighter fictional place George Clooney Chris O'Donnell Arnold Schwarzenegger Uma Thurman Alicia Silverstone Joel Schumacher,415
How the Grinch Stole Christmas,Family Comedy Fantasy holiday christmas party new love santa claus village Jim Carrey Taylor Momsen Jeffrey Tambor Christine Baranski Bill Irwin Ron Howard,8871
The Day After Tomorrow,Action Adventure Science Fiction Thriller saving the world library cataclysm climate change greenhouse effect Dennis Quaid Jake Gyllenhaal Emmy Rossum Dash Mihok Jay O. Sanders Roland Emmerich,435
Mission: Impossible II,Adventure Action Thriller terror spain cia helicopter secret identity Tom Cruise Dougray Scott Thandie Newton Ving Rhames Richard Roxburgh John Woo,955
The Perfect Storm,Drama u.s. air force grocery jamaican meteorologist rescue boat George Clooney Mark Wahlberg Diane Lane John C. Reilly William Fichtner Wolfgang Petersen,2133
Fantastic 4: Rise of the Silver Surfer,Adventure Fantasy Action Thriller fire helicopter surfboard mask satellite Ioan Gruffudd Jessica Alba Chris Evans Michael Chiklis Julian McMahon Tim Story,1979
Life of Pi,Adventure Drama Action ocean shipwreck hindu tiger faith Suraj Sharma Irrfan Khan Ayush Tandon Gautam Belur Adil Hussain Ang Lee,87827
Ghost Rider,Thriller Action Fantasy Horror mephisto religion and supernatural dying and death devil's son ghost world Nicolas Cage Eva Mendes Wes Bentley Donal Logue Sam Elliott Mark Steven Johnson,1250
Jason Bourne,Action Thriller assassin amnesia flashback Matt Damon Alicia Vikander Tommy Lee Jones Vincent Cassel Julia Stiles Paul Greengrass,324668
Charlie's Angels: Full Throttle,Action Adventure Comedy robbery secret identity secret agent Cameron Diaz Drew Barrymore Lucy Liu Bernie Mac Robert Patrick McG,9471
Prometheus,Science Fiction Adventure Mystery android dystopia alien spin off creation Noomi Rapace Michael Fassbender Guy Pearce Idris Elba Logan Marshall-Green Ridley Scott,70981
Stuart Little 2,Family Adventure Animation Comedy mouse falcon bird friendship family Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki Anna Hoelck Rob Minkoff,10996
Elysium,Science Fiction Action Drama Thriller dystopia space station class conflict Matt Damon Jodie Foster Sharlto Copley Alice Braga Diego Luna Neill Blomkamp,68724
The Chronicles of Riddick,Action Science Fiction prison dystopia matter of life and death outer space intergalactic travel Vin Diesel Thandie Newton Karl Urban Colm Feore Linus Roache David Twohy,2789
RoboCop,Action Science Fiction cyborg future dystopia police remake Joel Kinnaman Gary Oldman Michael Keaton Abbie Cornish Jackie Earle Haley Jos\u00e9 Padilha,97020
Speed Racer,Action Family Science Fiction car race loss of brother chimp family duringcreditsstinger Emile Hirsch Christina Ricci Matthew Fox Susan Sarandon Scott Porter Lilly Wachowski,7459
How Do You Know,Comedy Drama Romance love triangle baseball athlete aftercreditsstinger Reese Witherspoon Paul Rudd Owen Wilson Jack Nicholson Kathryn Hahn James L. Brooks,42888
Knight and Day,Action Comedy spy airport gas station garage pilot Tom Cruise Cameron Diaz Peter Sarsgaard Viola Davis Jordi Moll\u00e0 James Mangold,37834
Oblivion,Action Science Fiction Adventure Mystery spacecraft dystopia space drone imax Tom Cruise Morgan Freeman Olga Kurylenko Andrea Riseborough Nikolaj Coster-Waldau Joseph Kosinski,75612
Star Wars: Episode III - Revenge of the Sith,Science Fiction Adventure Action showdown death star vision cult figure hatred Ewan McGregor Natalie Portman Hayden Christensen Ian McDiarmid Samuel L. Jackson George Lucas,1895
Star Wars: Episode II - Attack of the Clones,Adventure Action Science Fiction senate investigation army death star jedi Ewan McGregor Natalie Portman Hayden Christensen Ian McDiarmid Samuel L. Jackson George Lucas,1894
"Monsters, Inc.",Animation Comedy Family monster infant energy supply company rivalry John Goodman Billy Crystal Mary Gibbs Steve Buscemi James Coburn Pete Docter,585
The Wolverine,Action Science Fiction Adventure Fantasy japan samurai mutant world war i marvel comic Hugh Jackman Hiroyuki Sanada Famke Janssen Will Yun Lee Tao Okamoto James Mangold,76170
Star Wars: Episode I - The Phantom Menace,Adventure Action Science Fiction prophecy senate queen taskmaster galaxy Liam Neeson Ewan McGregor Natalie Portman Jake Lloyd Ian McDiarmid George Lucas,1893
The Croods,Adventure Animation Comedy Family Fantasy stone age daughter father prehistoric ancient world Nicolas Cage Emma Stone Ryan Reynolds Catherine Keener Cloris Leachman Chris Sanders,49519
Asterix at the Olympic Games,Fantasy Adventure Comedy Family competition greece colosseum olympic games emperor Clovis Cornillac G\u00e9rard Depardieu Franck Dubosc Jos\u00e9 Garcia St\u00e9phane Rousseau Thomas Langmann,2395
Windtalkers,Drama Action History War japan world war ii radio transmission marine corps u.s. army Nicolas Cage Adam Beach Peter Stormare Noah Emmerich Mark Ruffalo John Woo,12100
The Huntsman: Winter's War,Action Adventure Drama witch magic fairy tale snow white huntsman Chris Hemsworth Charlize Theron Emily Blunt Jessica Chastain Nick Frost Cedric Nicolas-Troyan,290595
Teenage Mutant Ninja Turtles,Science Fiction Action Adventure Fantasy Comedy martial arts terrorist hero mutation van Megan Fox Will Arnett William Fichtner Alan Ritchson Noel Fisher Jonathan Liebesman,98566
